application_number,application_type,sponsor_name,generic_name,brand_name,manufacturer_name,marketing_status,therapeutic_class_epc,therapeutic_class_cs,mechanism_of_action,regulatory_action_type,submission_type,review_priority,approval_year,submission_status_date,product_type,route,dosage_form,substance_name,rxcui,unii
ANDA219538,ANDA,AUROBINDO PHARMA LTD,IBUPROFEN AND FAMOTIDINE,IBUPROFEN AND FAMOTIDINE,Aurobindo Pharma Limited,Discontinued,Histamine-2 Receptor Antagonist [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Histamine H2 Receptor Antagonists [MoA],AP,ORIG,STANDARD,2025,20250630,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,FAMOTIDINE,1100066,5QZO15J2Z8
ANDA075665,ANDA,TEVA,ETODOLAC,ETODOLAC,"Teva Pharmaceuticals USA, Inc.",Prescription,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,SUPPL,STANDARD,2021,20210428,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",ETODOLAC,310245,2M36281008
ANDA090357,ANDA,SUN PHARM,CAFFEINE CITRATE,CAFFEINE CITRATE,"Sun Pharmaceutical Industries, Inc.",Discontinued,,,,AP,ORIG,,2009,20090930,HUMAN PRESCRIPTION DRUG,ORAL,SOLUTION,CAFFEINE CITRATE,849928,U26EO4675Q
NDA209552,NDA,EUGIA PHARMA SPECLTS,ARGATROBAN,ARGATROBAN,Eugia US LLC,Prescription,Anti-coagulant [EPC],,Thrombin Inhibitors [MoA],AP,ORIG,STANDARD,2018,20181127,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,ARGATROBAN,1804735,IY90U61Z3S
NDA214787,NDA,GILEAD SCIENCES INC,REMDESIVIR,VEKLURY,"Gilead Sciences, Inc.",Discontinued,SARS-CoV-2 Nucleotide Analog RNA Polymerase Inhibitor [EPC],,,AP,SUPPL,STANDARD,2024,20240627,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,REMDESIVIR,2284960,3QKI37EEHE
ANDA212803,ANDA,MEITHEAL,FUROSEMIDE,FUROSEMIDE,Meitheal Pharmaceuticals Inc.,Prescription,Loop Diuretic [EPC],,,AP,SUPPL,STANDARD,2025,20250806,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,FUROSEMIDE,1719286,7LXU5N7ZO5
ANDA208937,ANDA,INGENUS PHARMS LLC,TOLCAPONE,TOLCAPONE,"Ingenus Pharmaceuticals, LLC",Discontinued,Catechol-O-Methyltransferase Inhibitor [EPC],,Catechol O-Methyltransferase Inhibitors [MoA],AP,ORIG,STANDARD,2018,20180807,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,TOLCAPONE,200220,CIF6334OLY
ANDA210476,ANDA,ALEMBIC,FENOFIBRATE,FENOFIBRATE,Alembic Pharmaceuticals Inc.,Prescription,Peroxisome Proliferator Receptor alpha Agonist [EPC],Fibric Acids [CS],Peroxisome Proliferator-activated Receptor alpha Agonists [MoA],AP,SUPPL,STANDARD,2022,20220405,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,FENOFIBRATE,477560,U202363UOS
ANDA075915,ANDA,PERRIGO,TIOCONAZOLE,BASIC CARE TIOCONAZOLE,Amazon.com Services LLC,Over-the-counter,Azole Antifungal [EPC],Azoles [CS],,AP,SUPPL,,2003,20031010,HUMAN OTC DRUG,VAGINAL,OINTMENT,TIOCONAZOLE,198380,S57Y5X1117
ANDA219193,ANDA,SPECGX LLC,PRUCALOPRIDE,PRUCALOPRIDE,SpecGx LLC,Prescription,Serotonin-4 Receptor Agonist [EPC],,Serotonin 4 Receptor Agonists [MoA],AP,ORIG,STANDARD,2025,20250624,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,PRUCALOPRIDE,2107345,0A09IUW5TP
ANDA217679,ANDA,MANKIND PHARMA,TICAGRELOR,TICAGRELOR,Lifestar Pharma LLC,Prescription,P2Y12 Platelet Inhibitor [EPC],,P2Y12 Receptor Antagonists [MoA],AP,ORIG,STANDARD,2026,20260206,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,TICAGRELOR,1116635,GLH0314RVC
ANDA205592,ANDA,COSETTE,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,"Cosette Pharmaceuticals, Inc.",Prescription,Corticosteroid [EPC],,Corticosteroid Hormone Receptor Agonists [MoA],AP,ORIG,STANDARD,2017,20170112,HUMAN PRESCRIPTION DRUG,DENTAL,PASTE,TRIAMCINOLONE ACETONIDE,1085728,F446C597KA
NDA018671,NDA,CARDINAL HEALTH 418,SODIUM IODIDE I 123,SODIUM IODIDE I 123,"Cardinal Health 418, Inc",Prescription,,,,AP,SUPPL,STANDARD,1998,19980123,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,SODIUM IODIDE I-123,,29UKX3A616
NDA205552,NDA,PHARMACYCLICS LLC,IBRUTINIB,IMBRUVICA,Pharmacyclics LLC,Prescription,Kinase Inhibitor [EPC],,Protein Kinase Inhibitors [MoA],AP,SUPPL,PRIORITY,2016,20160413,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,IBRUTINIB,1442986,1X70OSD4VX
ANDA212284,ANDA,MANKIND PHARMA,RANOLAZINE,RANOLAZINE,Lifestar Pharma LLC,Prescription,Anti-anginal [EPC],,Cytochrome P450 3A Inhibitors [MoA],AP,ORIG,STANDARD,2020,20200212,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",RANOLAZINE,616749,A6IEZ5M406
BLA761083,BLA,GENENTECH INC,EMICIZUMAB,HEMLIBRA,"Genentech, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2022,20220606,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,EMICIZUMAB,1989799,7NL2E3F6K3
ANDA040075,ANDA,BAUSCH AND LOMB,CYCLOPENTOLATE HYDROCHLORIDE,CYCLOPENTOLATE HYDROCHLORIDE,Bausch & Lomb Incorporated,Prescription,,,,AP,SUPPL,,1995,19950320,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,SOLUTION/DROPS,CYCLOPENTOLATE HYDROCHLORIDE,1298066,736I6971TE
NDA209381,NDA,SALIX,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE, ASCORBIC ACID, SODIUM ASCORBATE",PLENVU,"Salix Pharmaceuticals, Inc",Prescription,,,,AP,SUPPL,STANDARD,2019,20190529,HUMAN PRESCRIPTION DRUG,ORAL,FOR SOLUTION,,2045233,
ANDA219978,ANDA,AIPING PHARM INC,DOXYCYCLINE,DOXYCYCLINE,"AiPing Pharmaceutical, Inc.",Prescription,Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient],,AP,ORIG,STANDARD,2025,20251001,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,DOXYCYCLINE,901399,N12000U13O
ANDA204774,ANDA,SCIEGEN PHARMS,IRBESARTAN,IRBESARTAN,"Camber Pharmaceuticals, Inc.",Prescription,Angiotensin 2 Receptor Blocker [EPC],,Angiotensin 2 Receptor Antagonists [MoA],AP,SUPPL,STANDARD,2016,20161206,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,IRBESARTAN,200094,J0E2756Z7N
ANDA200961,ANDA,NOVAST LABS,NORETHINDRONE,SHAROBEL,Northstar Rx LLC,Prescription,,,,AP,SUPPL,STANDARD,2024,20240328,HUMAN PRESCRIPTION DRUG,ORAL-28,TABLET,,198042,
ANDA204382,ANDA,AMNEAL PHARMS,VALSARTAN AND HYDROCHLOROTHIAZIDE,VALSARTAN AND HYDROCHLOROTHIAZIDE,Amneal Pharmaceuticals LLC,Prescription,Thiazide Diuretic [EPC],Thiazides [CS],Angiotensin 2 Receptor Antagonists [MoA],AP,ORIG,,2023,20230811,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,HYDROCHLOROTHIAZIDE,200284,0J48LPH2TH
BLA125514,BLA,MERCK SHARP DOHME,PEMBROLIZUMAB,KEYTRUDA,Merck Sharp & Dohme LLC,Prescription,Programmed Death Receptor-1 Blocking Antibody [EPC],,Programmed Death Receptor-1-directed Antibody Interactions [MoA],AP,SUPPL,STANDARD,2023,20230126,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,PEMBROLIZUMAB,1657746,DPT0O3T46P
NDA018227,NDA,HOSPIRA,ETOMIDATE,AMIDATE,"Hospira, Inc.",Prescription,General Anesthetic [EPC],,,AP,SUPPL,,1986,19860215,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ETOMIDATE,1654006,Z22628B598
ANDA212983,ANDA,DR REDDYS LABS SA,NICOTINE POLACRILEX,NICOTINE POLACRILEX,Dr. Reddy's Laboratories Inc.,Over-the-counter,Cholinergic Nicotinic Agonist [EPC],Nicotine [CS],,AP,ORIG,STANDARD,2020,20200221,HUMAN OTC DRUG,ORAL,TROCHE/LOZENGE,NICOTINE,359817,6M3C89ZY6R
ANDA204376,ANDA,ADAPTIS,DUTASTERIDE,DUTASTERIDE,MARKSANS PHARMA LIMITED,Prescription,5-alpha Reductase Inhibitor [EPC],,5-alpha Reductase Inhibitors [MoA],AP,SUPPL,STANDARD,2024,20241114,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,DUTASTERIDE,351172,O0J6XJN02I
NDA050162,NDA,PFIZER,CLINDAMYCIN HYDROCHLORIDE,CLEOCIN HYDROCHLORIDE,Pharmacia & Upjohn Company LLC,Prescription,,,,AP,SUPPL,,1971,19710922,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,CLINDAMYCIN HYDROCHLORIDE,197518,T20OQ1YN1W
ANDA216504,ANDA,AUROBINDO PHARMA,NAPROXEN,NAPROXEN,Aurobindo Pharma Limited,Prescription,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,ORIG,STANDARD,2025,20251003,HUMAN PRESCRIPTION DRUG,ORAL,SUSPENSION,NAPROXEN,311913,57Y76R9ATQ
ANDA207201,ANDA,APPCO,GLYCOPYRROLATE,GLYCOPYRROLATE,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2025,20250626,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,GLYCOPYRROLATE,197738,V92SO9WP2I
ANDA213055,ANDA,ZYDUS LIFESCIENCES,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,Zydus Lifesciences Limited,Prescription,,,,AP,ORIG,STANDARD,2020,20200901,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,MIDODRINE HYDROCHLORIDE,993462,59JV96YTXV
ANDA204735,ANDA,INGENUS PHARMS LLC,CABERGOLINE,CABERGOLINE,"Ingenus Pharmaceuticals, LLC",Prescription,Ergot Derivative [EPC],Ergolines [CS],,AP,SUPPL,STANDARD,2019,20191213,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,CABERGOLINE,199703,LL60K9J05T
ANDA216323,ANDA,COSETTE,METRONIDAZOLE,METRONIDAZOLE,"Cosette Pharmaceuticals, Inc.",Prescription,Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [CS],,AP,ORIG,STANDARD,2023,20230712,HUMAN PRESCRIPTION DRUG,VAGINAL,GEL,METRONIDAZOLE,142046,140QMO216E
ANDA217877,ANDA,MYLAN,PACLITAXEL,PACLITAXEL,Mylan Institutional LLC,Prescription,Microtubule Inhibitor [EPC],,,AP,ORIG,STANDARD,2025,20250819,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,POWDER,PACLITAXEL,583214,P88XT4IS4D
NDA022425,NDA,SANOFI AVENTIS US,DRONEDARONE,MULTAQ,Sanofi-Aventis U.S. LLC,Prescription,Antiarrhythmic [EPC],,,AP,SUPPL,STANDARD,2023,20231023,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,DRONEDARONE,854856,JQZ1L091Y2
NDA208264,NDA,ADIENNE SA,THIOTEPA,TEPADINA,Amneal Pharmaceuticals LLC,Prescription,Alkylating Drug [EPC],,Alkylating Activity [MoA],AP,SUPPL,N/A,2025,20251002,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,POWDER,THIOTEPA,1660004,905Z5W3GKH
NDA201803,NDA,HALEON US HOLDINGS,IBUPROFEN SODIUM,ADVIL,Haleon US Holdings LLC,Over-the-counter,,,,AP,SUPPL,STANDARD,2022,20220208,HUMAN OTC DRUG,ORAL,TABLET,IBUPROFEN SODIUM,153008,RM1CE97Z4N
NDA050793,NDA,PADAGIS US,CLINDAMYCIN PHOSPHATE,CLINDESSE,Padagis Israel Pharmaceuticals Ltd,Prescription,,,,AP,SUPPL,STANDARD,2013,20130409,HUMAN PRESCRIPTION DRUG,VAGINAL,CREAM,CLINDAMYCIN PHOSPHATE,309337,EH6D7113I8
ANDA077168,ANDA,COSETTE,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"Cosette Pharmaceuticals, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2019,20191125,HUMAN PRESCRIPTION DRUG,TOPICAL,OINTMENT,FLUTICASONE PROPIONATE,895487,O2GMZ0LF5W
ANDA203448,ANDA,LUPIN LTD,NORETHINDRONE AND ETHINYL ESTRADIOL,KAITLIB FE,"Lupin Pharmaceuticals, Inc.",Prescription,,,,AP,ORIG,,2015,20151217,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, CHEWABLE",,1095223,
ANDA216291,ANDA,DR REDDYS,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,Dr.Reddys Laboratories Inc,Prescription,,,,AP,ORIG,STANDARD,2022,20220706,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,NEOSTIGMINE METHYLSULFATE,2105413,98IMH7M386
ANDA209610,ANDA,PADAGIS ISRAEL,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,Padagis Israel Pharmaceuticals Ltd,Prescription,,,,AP,ORIG,STANDARD,2024,20240820,HUMAN PRESCRIPTION DRUG,TOPICAL,GEL,BENZOYL PEROXIDE,1598470,W9WZN9A0GM
NDA204384,NDA,JANSSEN THERAP,BEDAQUILINE FUMARATE,SIRTURO,"Janssen Products, LP",Prescription,,,,AP,SUPPL,STANDARD,2023,20231012,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,BEDAQUILINE FUMARATE,1364509,P04QX2C1A5
NDA021959,NDA,ADVANZ PHARMA,PREDNISOLONE SODIUM PHOSPHATE,ORAPRED ODT,Advanz Pharma (US) Corp.,Prescription,,,,AP,SUPPL,STANDARD,2024,20240605,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, ORALLY DISINTEGRATING",PREDNISOLONE SODIUM PHOSPHATE,643123,IV021NXA9J
ANDA218755,ANDA,ESKAYEF,PALIPERIDONE,PALIPERIDONE,Eskayef Pharmaceuticals Limited,Prescription,Atypical Antipsychotic [EPC],,,AP,ORIG,STANDARD,2025,20250904,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",PALIPERIDONE,672567,838F01T721
NDA208658,NDA,BOEHRINGER INGELHEIM,"EMPAGLIFLOZIN, METFORMIN HYDROCHLORIDE",SYNJARDY XR,"Boehringer Ingelheim Pharmaceuticals, Inc.",Prescription,Sodium-Glucose Cotransporter 2 Inhibitor [EPC],,Sodium-Glucose Transporter 2 Inhibitors [MoA],AP,SUPPL,901 REQUIRED,2018,20181026,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",EMPAGLIFLOZIN,1862685,786Z46389E
NDA212520,NDA,RVL PHARMS,OXYMETAZOLINE HYDROCHLORIDE OPHTHALMIC,UPNEEQ,"RVL Pharmaceuticals, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2021,20210505,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,SOLUTION/DROPS,OXYMETAZOLINE HYDROCHLORIDE,2391749,K89MJ0S5VY
ANDA064053,ANDA,BAUSCH AND LOMB,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE, HYDROCORTISONE",NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,Bausch & Lomb Incoporated,Prescription,Corticosteroid [EPC],,Corticosteroid Hormone Receptor Agonists [MoA],AP,SUPPL,,1997,19970903,HUMAN PRESCRIPTION DRUG,OTIC,SOLUTION/DROPS,HYDROCORTISONE,204423,WI4X0X7BPJ
BLA761084,BLA,KASHIV BIOSCIENCES LLC,PEGFILGRASTIM,FYLNETRA,Amneal Pharmaceuticals LLC,Prescription,Leukocyte Growth Factor [EPC],Granulocyte Colony-Stimulating Factor [CS],,AP,SUPPL,STANDARD,2025,20250423,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,PEGFILGRASTIM,2602781,3A58010674
ANDA090339,ANDA,EUGIA PHARMA SPECLTS,AMPICILLIN SODIUM AND SULBACTAM SODIUM,AMPICILLIN AND SULBACTAM,Eugia US LLC,Prescription,,,,AP,SUPPL,STANDARD,2024,20240802,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,AMPICILLIN SODIUM,240984,JFN36L5S8K
ANDA215195,ANDA,MEITHEAL,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,Meitheal Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2022,20220915,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,VANCOMYCIN HYDROCHLORIDE,1807518,71WO621TJD
ANDA218713,ANDA,KINDOS,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Meitheal Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2024,20240730,HUMAN PRESCRIPTION DRUG,INJECTION,SOLUTION,ROPIVACAINE HYDROCHLORIDE,905189,V910P86109
ANDA208581,ANDA,ZYDUS PHARMS,NYSTATIN,NYSTATIN,Zydus Lifesciences Limited,Prescription,Polyene Antifungal [EPC],Polyenes [CS],,AP,ORIG,STANDARD,2017,20170608,HUMAN PRESCRIPTION DRUG,TOPICAL,POWDER,NYSTATIN,646456,BDF1O1C72E
NDA021246,NDA,ROCHE,OSELTAMIVIR PHOSPHATE,TAMIFLU,"Genentech, Inc.",Discontinued,,,,AP,SUPPL,STANDARD,2007,20071005,HUMAN PRESCRIPTION DRUG,ORAL,FOR SUSPENSION,OSELTAMIVIR PHOSPHATE,261315,4A3O49NGEZ
ANDA211729,ANDA,GRANULES,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Granules Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2024,20240110,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ACETAMINOPHEN,856999,NO70W886KK
ANDA088042,ANDA,CROWN LABS,TRIAMCINOLONE ACETONIDE,TRIDERM,Crown Laboratories,Prescription,Corticosteroid [EPC],,Corticosteroid Hormone Receptor Agonists [MoA],AP,SUPPL,,1991,19910710,HUMAN PRESCRIPTION DRUG,TOPICAL,CREAM,TRIAMCINOLONE ACETONIDE,1014314,F446C597KA
NDA022410,NDA,INDIVIOR,"BUPRENORPHINE HYDROCHLORIDE, NALOXONE HYDROCHLORIDE",SUBOXONE,INDIVIOR INC.,Prescription,,,,AP,SUPPL,STANDARD,2016,20161216,HUMAN PRESCRIPTION DRUG,"BUCCAL, SUBLINGUAL",FILM,BUPRENORPHINE HYDROCHLORIDE,1010600,F850569PQR
NDA021703,NDA,VANTIVE US HLTHCARE,"MAGNESIUM CHLORIDE, DEXTROSE ANHYDROUS, LACTIC ACID, SODIUM CHLORIDE, SODIUM BICARBONATE, AND POTASSIUM CHLORIDE",PRISMASOL BGK2/0,Vantive US Healthcare LLC,Discontinued,,,,AP,SUPPL,STANDARD,2013,20130610,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ANHYDROUS DEXTROSE,,660YQ98I10
ANDA206070,ANDA,MYLAN,PITAVASTATIN,PITAVASTATIN CALCIUM,Mylan Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2024,20240927,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,PITAVASTATIN CALCIUM,861643,IYD54XEG3W
ANDA040833,ANDA,CHARTWELL RX,ERGOCALCIFEROL,ERGOCALCIFEROL,"Chartwell RX, LLC",Prescription,Provitamin D2 Compound [EPC],Ergocalciferols [CS],,AP,ORIG,,2009,20090520,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,ERGOCALCIFEROL,1367410,VS041H42XC
ANDA214074,ANDA,HIKMA,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Hikma Pharmaceuticals USA Inc.,Prescription,,,,AP,ORIG,STANDARD,2020,20200720,HUMAN PRESCRIPTION DRUG,INJECTION,SOLUTION,ROPIVACAINE HYDROCHLORIDE,905189,V910P86109
NDA207925,NDA,VERTEX PHARMS INC,IVACAFTOR,KALYDECO,Vertex Pharmaceuticals Incorporated,Prescription,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],,Chloride Channel Activation Potentiators [MoA],AP,SUPPL,PRIORITY,2019,20190429,HUMAN PRESCRIPTION DRUG,ORAL,GRANULE,IVACAFTOR,1243046,1Y740ILL1Z
ANDA215657,ANDA,GLAND,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,Sagent Pharmaceuticals,Prescription,,,,AP,ORIG,STANDARD,2022,20220926,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,LINCOMYCIN HYDROCHLORIDE,239212,M6T05Z2B68
NDA218033,NDA,DAY ONE BIOPHARMS,TOVORAFENIB,OJEMDA,"Day One Biopharmaceuticals, Inc.",Prescription,Kinase Inhibitor [EPC],,Type II RAF Kinase Inhibitors [MoA],AP,SUPPL,STANDARD,2024,20240626,HUMAN PRESCRIPTION DRUG,ORAL,FOR SUSPENSION,,2682439,ZN90E4027M
ANDA079242,ANDA,FRESENIUS KABI USA,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,"Fresenius Kabi USA, LLC",Prescription,,,,AP,ORIG,,2009,20090302,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,INJECTABLE,SUMATRIPTAN SUCCINATE,313165,J8BDZ68989
ANDA079095,ANDA,ACTAVIS LABS FL INC,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE SR,"Actavis Pharma, Inc.",Prescription,,,,AP,SUPPL,,2009,20091116,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",BUPROPION HYDROCHLORIDE,993503,ZG7E5POY8O
NDA211728,NDA,UROGEN PHARMA,MITOMYCIN,JELMYTO,"UroGen Pharma, Inc.",Prescription,,,,AP,ORIG,PRIORITY,2020,20200415,HUMAN PRESCRIPTION DRUG,PYELOCALYCEAL,POWDER,,2375818,
ANDA079219,ANDA,P AND L,NICOTINE POLACRILEX,NICOTINE,"Lucy Goods, Inc.",Over-the-counter,Cholinergic Nicotinic Agonist [EPC],Nicotine [CS],,AP,ORIG,,2009,20090708,HUMAN OTC DRUG,BUCCAL,"GUM, CHEWING",NICOTINE,311975,6M3C89ZY6R
NDA218944,NDA,SYNDAX,REVUMENIB,REVUFORJ,"Syndax Pharmaceuticals, Inc.",Prescription,,,,AP,ORIG,PRIORITY,2024,20241115,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,REVUMENIB CITRATE,2698331,YL4RYN734D
ANDA207056,ANDA,AUROBINDO PHARMA,NORETHINDRONE AND ETHINYL ESTRADIOL,NYLIA 1/35,Aurobindo Pharma Limited,Prescription,,,,AP,SUPPL,STANDARD,2022,20220429,HUMAN PRESCRIPTION DRUG,ORAL-28,TABLET,,312033,
ANDA205131,ANDA,XIROMED,LEVONORGESTREL/ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,LOJAIMIESS,"Xiromed, LLC.",Prescription,,,,AP,SUPPL,STANDARD,2018,20180830,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,,242297,
ANDA207437,ANDA,MICRO LABS,"OLMESARTAN MEDOXOMIL, AMLODIPINE BESYLATE AND HYDROCHLOROTHIAZIDE","OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",Micro Labs Limited,Prescription,Thiazide Diuretic [EPC],Thiazides [CS],,AP,ORIG,STANDARD,2025,20251124,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,AMLODIPINE BESYLATE,999967,0J48LPH2TH
ANDA078163,ANDA,ORBION PHARMS,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,Bionpharma Inc.,Prescription,,,,AP,SUPPL,STANDARD,2015,20150924,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,TERBINAFINE HYDROCHLORIDE,313222,012C11ZU6G
ANDA204570,ANDA,ACTAVIS LABS UT INC,TESTOSTERONE,TESTOSTERONE,"Actavis Pharma, Inc.",Prescription,Androgen [EPC],Androstanes [CS],Androgen Receptor Agonists [MoA],AP,ORIG,,2019,20190410,HUMAN PRESCRIPTION DRUG,TRANSDERMAL,"GEL, METERED",TESTOSTERONE,1597076,3XMK78S47O
ANDA070213,ANDA,MYLAN,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,Mylan Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,,1992,19920102,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,PROPRANOLOL HYDROCHLORIDE,856448,F8A3652H1V
ANDA207993,ANDA,APOTEX,FINGOLIMOD,FINGOLIMOD,Apotex Corp.,Prescription,,,,AP,SUPPL,STANDARD,2025,20250122,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,FINGOLIMOD HYDROCHLORIDE,1012895,G926EC510T
ANDA203817,ANDA,ACTAVIS LABS FL,MESALAMINE,MESALAMINE,"Actavis Pharma, Inc.",Prescription,Aminosalicylate [EPC],Aminosalicylic Acids [CS],,AP,SUPPL,STANDARD,2023,20230807,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, DELAYED RELEASE",MESALAMINE,686429,4Q81I59GXC
ANDA203468,ANDA,PRINSTON INC,LEVETIRACETAM,LEVETIRACETAM,"Solco healthcare U.S., LLC",Prescription,,,,AP,SUPPL,STANDARD,2021,20211116,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",LEVETIRACETAM,807832,44YRR34555
BLA125276,BLA,GENENTECH,TOCILIZUMAB,ACTEMRA,"Genentech, Inc.",Prescription,Interleukin-6 Receptor Antagonist [EPC],,Interleukin 6 Receptor Antagonists [MoA],AP,ORIG,STANDARD,2010,20100108,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,TOCILIZUMAB,1441527,I031V2H011
ANDA087537,ANDA,PH HEALTH,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,"Endo USA, Inc.",Prescription,Nitrate Vasodilator [EPC],Nitrates [CS],,AP,SUPPL,,1997,19970623,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ISOSORBIDE DINITRATE,197839,IA7306519N
ANDA204779,ANDA,UNIQUE,LITHIUM CARBONATE,LITHIUM CARBONATE,"Rising Pharma Holdings, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2025,20250402,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",LITHIUM CARBONATE,197891,2BMD2GNA4V
